,account_name,inv_horizon,inv_obj_least_imp,inv_obj_most_imp,inv_obj_some_imp,inv_obj_very_imp,investment_amt,liquidity_need,model_id,model_name,primary_fin_need,risk_profile,risk_tolerance,volatility
394,Randall Le,11 to 20 Years,0,4,3,1,598663,Over 20 Years,395,Speculation Strategy 395,Estate/Legacy Planning,5,1,38.34
395,David Long,2 to 5 Years,0,4,3,0,988288,11 to 20 Years,396,Speculation Strategy 396,Retirement,5,1,30.34
396,Juan Vincent,6 to 10 Years,2,3,4,1,571166,Over 20 Years,397,Capital Appreciation Strategy 397,Wealth Accumulation/Investment,4,1,13.68
397,Melissa Yates,11 to 20 Years,3,4,2,1,620500,6 to 10 Years,398,Speculation Strategy 398,Retirement,5,1,17.130000000000003
398,Patricia Davis,Over 20 Years,0,2,4,1,124636,6 to 10 Years,399,Aggressive Income Strategy 399,Estate/Legacy Planning,4,2,20.91
399,Christopher Nolan,2 to 5 Years,0,3,1,2,259398,11 to 20 Years,400,Capital Appreciation Strategy 400,Current Income,4,1,18.85
400,Gabrielle Ferguson,Less than 2 Years,4,1,3,2,167433,Less than 2 Years,401,Income Strategy 401,Health Care/Long Term Care,1,0,17.34
401,Alec Holland,11 to 20 Years,0,1,3,2,43955,11 to 20 Years,402,Income Strategy 402,Charitable,1,0,29.78
402,Jason Gordon,Over 20 Years,0,3,0,1,542855,Lump Sum,403,Capital Appreciation Strategy 403,Current Income,4,1,25.6
403,Michael Kelly,Over 20 Years,0,1,3,2,367028,Less than 2 Years,404,Income Strategy 404,Retirement,2,1,21.029999999999998
404,Luis Jacobs,Over 20 Years,1,2,3,4,549310,Lump Sum,405,Aggressive Income Strategy 405,Current Income,4,2,15.53
405,Darius Lewis,2 to 5 Years,0,4,1,2,600571,2 to 5 Years,406,Speculation Strategy 406,Education Planning,6,2,36.22
406,Ray Williams,Less than 2 Years,2,1,3,0,883574,Lump Sum,407,Income Strategy 407,Education Planning,1,0,15.409999999999998
407,Michael Shepard,Over 20 Years,0,2,0,1,602456,Lump Sum,408,Aggressive Income Strategy 408,Health Care/Long Term Care,4,2,-0.85
408,Garrett Bush,6 to 10 Years,0,1,4,3,88116,Over 20 Years,409,Income Strategy 409,Major Purchase/Expense,2,1,21.86
409,Alexis Huerta,2 to 5 Years,4,3,2,0,893278,Over 20 Years,410,Capital Appreciation Strategy 410,Retirement,4,1,23.5
410,Dawn Garcia,2 to 5 Years,0,2,3,1,143162,Less than 2 Years,411,Aggressive Income Strategy 411,Wealth Accumulation/Investment,3,1,23.53
411,Zachary Palmer,2 to 5 Years,4,3,1,0,509941,2 to 5 Years,412,Capital Appreciation Strategy 412,Wealth Accumulation/Investment,5,2,23.75
412,Patricia Collier,Over 20 Years,0,1,4,2,269925,Less than 2 Years,413,Income Strategy 413,Retirement,1,0,19.48
413,Bridget Palmer,11 to 20 Years,0,2,0,4,879832,Over 20 Years,414,Aggressive Income Strategy 414,Retirement,4,1,22.919999999999998
414,Anthony Ramirez,Immediate,0,3,4,1,796888,6 to 10 Years,415,Capital Appreciation Strategy 415,Health Care/Long Term Care,4,1,36.63
415,Jason Castillo,2 to 5 Years,4,2,3,0,827016,11 to 20 Years,416,Aggressive Income Strategy 416,Wealth Accumulation/Investment,3,2,32.32
416,Lauren Matthews,Over 20 Years,0,3,1,4,321843,11 to 20 Years,417,Capital Appreciation Strategy 417,Wealth Accumulation/Investment,5,1,29.81
417,Caitlin Cook,Over 20 Years,0,1,4,3,242800,Lump Sum,418,Income Strategy 418,Current Income,2,1,25.569999999999997
418,Katherine Schultz,11 to 20 Years,3,2,4,0,609342,Less than 2 Years,419,Aggressive Income Strategy 419,Education Planning,3,2,14.52
419,Ashley Perry,Less than 2 Years,0,4,0,3,225905,Over 20 Years,420,Speculation Strategy 420,Education Planning,7,2,22.63
420,Megan May,Immediate,0,4,3,2,747862,2 to 5 Years,421,Speculation Strategy 421,Wealth Accumulation/Investment,6,1,20.1
421,Walter Blankenship,2 to 5 Years,0,4,3,2,416285,11 to 20 Years,422,Speculation Strategy 422,Health Care/Long Term Care,6,2,17.69
422,Amanda Robinson,6 to 10 Years,0,4,1,3,478466,11 to 20 Years,423,Speculation Strategy 423,Charitable,6,1,23.24
423,Daniel Wilson,11 to 20 Years,0,1,3,0,594689,2 to 5 Years,424,Income Strategy 424,Education Planning,1,0,28.15
424,Debbie Thornton,Less than 2 Years,0,1,4,0,146364,Lump Sum,425,Income Strategy 425,Health Care/Long Term Care,1,1,18.52
425,Cheryl Monroe,Less than 2 Years,2,4,0,1,74796,Less than 2 Years,426,Speculation Strategy 426,Charitable,5,1,20.51
426,Mrs. Madison Lowery,6 to 10 Years,1,4,0,2,324664,11 to 20 Years,427,Speculation Strategy 427,Health Care/Long Term Care,6,1,27.250000000000004
427,Rebecca Terrell,2 to 5 Years,4,3,0,0,829184,Lump Sum,428,Capital Appreciation Strategy 428,Estate/Legacy Planning,4,1,41.21
428,James Luna,Immediate,3,1,2,0,238372,Lump Sum,429,Income Strategy 429,Wealth Accumulation/Investment,1,1,18.78
429,Matthew Bryant,6 to 10 Years,0,3,0,2,323208,6 to 10 Years,430,Capital Appreciation Strategy 430,Estate/Legacy Planning,5,2,29.880000000000003
430,Melinda Webster,2 to 5 Years,0,4,3,1,632667,Over 20 Years,431,Speculation Strategy 431,Charitable,5,1,24.88
431,Ashley Grant,11 to 20 Years,0,4,0,3,427957,11 to 20 Years,432,Speculation Strategy 432,Current Income,7,2,21.14
432,Sarah Bonilla,2 to 5 Years,0,1,3,0,847396,Less than 2 Years,433,Income Strategy 433,Current Income,1,0,16.59
433,Jonathan Bowman,Less than 2 Years,4,3,0,1,914736,11 to 20 Years,434,Capital Appreciation Strategy 434,Education Planning,5,2,16.259999999999998
434,Hannah Pittman,6 to 10 Years,4,1,0,3,920429,Less than 2 Years,435,Income Strategy 435,Wealth Accumulation/Investment,2,0,44.95
435,Chad Hammond,Less than 2 Years,1,2,3,0,360831,2 to 5 Years,436,Aggressive Income Strategy 436,Wealth Accumulation/Investment,3,1,22.15
436,Anthony Lozano,2 to 5 Years,0,1,2,0,585345,6 to 10 Years,437,Income Strategy 437,Health Care/Long Term Care,1,1,18.88
437,Hannah Pace,Less than 2 Years,0,3,1,4,49996,2 to 5 Years,438,Capital Appreciation Strategy 438,Health Care/Long Term Care,5,1,24.26
438,Kimberly Lopez,6 to 10 Years,0,4,0,0,783799,Lump Sum,439,Speculation Strategy 439,Current Income,5,1,23.32
439,Tina King,Less than 2 Years,0,1,0,4,305427,Less than 2 Years,440,Income Strategy 440,Retirement,2,1,17.23
440,Stephanie Chavez,Immediate,4,2,0,0,244471,2 to 5 Years,441,Aggressive Income Strategy 441,Health Care/Long Term Care,3,1,21.93
441,Shannon Cohen,6 to 10 Years,0,1,2,3,218796,Over 20 Years,442,Income Strategy 442,Education Planning,2,1,19.7
442,Christopher Berg,2 to 5 Years,0,1,0,0,421733,Over 20 Years,443,Income Strategy 443,Education Planning,1,1,26.41
443,Michael Rivera,Less than 2 Years,0,1,0,2,135821,Less than 2 Years,444,Income Strategy 444,Retirement,1,0,20.71
444,Kyle Nguyen,2 to 5 Years,4,3,2,0,276380,Less than 2 Years,445,Capital Appreciation Strategy 445,Education Planning,4,1,44.22
445,Carla Acevedo,11 to 20 Years,0,4,3,1,828267,6 to 10 Years,446,Speculation Strategy 446,Charitable,5,1,27.33
446,Kevin Hammond,2 to 5 Years,4,3,0,1,222266,Over 20 Years,447,Capital Appreciation Strategy 447,Estate/Legacy Planning,5,2,26.889999999999997
447,Alyssa Wilson,2 to 5 Years,1,3,2,4,246312,2 to 5 Years,448,Capital Appreciation Strategy 448,Charitable,5,1,24.44
448,Tina Fox,Less than 2 Years,0,4,1,0,503498,6 to 10 Years,449,Speculation Strategy 449,Wealth Accumulation/Investment,5,1,16.66
449,Adam Nichols,Immediate,0,2,4,1,703926,11 to 20 Years,450,Aggressive Income Strategy 450,Retirement,3,1,50.61
450,Kayla Hart,Immediate,0,2,3,1,962547,6 to 10 Years,451,Aggressive Income Strategy 451,Charitable,4,2,33.68
451,Jeffrey Benjamin,Less than 2 Years,2,4,0,3,93975,Over 20 Years,452,Speculation Strategy 452,Wealth Accumulation/Investment,7,2,29.799999999999997
452,Katherine King,6 to 10 Years,0,4,2,3,883579,2 to 5 Years,453,Speculation Strategy 453,Estate/Legacy Planning,6,1,27.97
453,Erin Anderson,Over 20 Years,1,2,4,0,596215,6 to 10 Years,454,Aggressive Income Strategy 454,Wealth Accumulation/Investment,3,2,26.77
454,Bobby Lambert,Less than 2 Years,2,3,4,0,865122,6 to 10 Years,455,Capital Appreciation Strategy 455,Health Care/Long Term Care,4,1,32.66
455,Michael Jones,2 to 5 Years,3,1,0,4,333156,Lump Sum,456,Income Strategy 456,Estate/Legacy Planning,2,1,18.11
456,Jack Schroeder,Over 20 Years,1,2,4,3,639244,Over 20 Years,457,Aggressive Income Strategy 457,Current Income,3,1,13.969999999999999
457,Maria Fisher,6 to 10 Years,0,4,0,1,810453,11 to 20 Years,458,Speculation Strategy 458,Charitable,5,1,17.28
458,Keith Russell,2 to 5 Years,0,2,4,3,593705,Over 20 Years,459,Aggressive Income Strategy 459,Current Income,3,1,19.3
459,Lawrence Mccoy,11 to 20 Years,0,3,2,4,499481,2 to 5 Years,460,Capital Appreciation Strategy 460,Health Care/Long Term Care,6,2,29.54
460,Timothy Johnson,6 to 10 Years,3,4,2,0,286704,Less than 2 Years,461,Speculation Strategy 461,Estate/Legacy Planning,5,1,21.52
461,Julie Lee,2 to 5 Years,0,2,4,0,497768,6 to 10 Years,462,Aggressive Income Strategy 462,Retirement,3,2,17.19
462,James Foster,2 to 5 Years,3,2,0,1,270636,Over 20 Years,463,Aggressive Income Strategy 463,Charitable,3,1,18.23
463,Jeffrey Tucker,Over 20 Years,0,3,4,0,780303,11 to 20 Years,464,Capital Appreciation Strategy 464,Major Purchase/Expense,4,1,15.909999999999998
464,Allison Scott,2 to 5 Years,0,1,3,2,870535,Lump Sum,465,Income Strategy 465,Education Planning,2,1,26.3
465,Joel Daniels,6 to 10 Years,0,3,4,2,52816,6 to 10 Years,466,Capital Appreciation Strategy 466,Charitable,5,2,23.31
466,Michelle Copeland,Immediate,4,2,0,1,728739,6 to 10 Years,467,Aggressive Income Strategy 467,Charitable,4,2,17.14
467,Michael Jackson,6 to 10 Years,0,1,4,2,847195,Over 20 Years,468,Income Strategy 468,Retirement,2,1,19.81
468,Christopher Taylor,Less than 2 Years,4,1,2,0,562153,11 to 20 Years,469,Income Strategy 469,Major Purchase/Expense,1,0,18.7
469,Carlos Gates,2 to 5 Years,0,2,4,3,434491,Over 20 Years,470,Aggressive Income Strategy 470,Health Care/Long Term Care,3,1,20.21
470,Debra Hammond,Immediate,0,2,3,4,942593,Over 20 Years,471,Aggressive Income Strategy 471,Current Income,4,1,28.43
471,Mrs. Madison Brown,11 to 20 Years,0,3,2,4,578864,11 to 20 Years,472,Capital Appreciation Strategy 472,Charitable,5,1,28.57
472,Calvin Bell,11 to 20 Years,0,2,0,1,785789,6 to 10 Years,473,Aggressive Income Strategy 473,Education Planning,4,2,55.88999999999999
473,Joshua King,6 to 10 Years,0,2,0,4,895781,Lump Sum,474,Aggressive Income Strategy 474,Charitable,4,1,30.130000000000003
474,Timothy Stephens,Less than 2 Years,0,3,1,0,585254,2 to 5 Years,475,Capital Appreciation Strategy 475,Charitable,5,2,22.7
475,Michael Thomas,Less than 2 Years,4,2,0,1,145417,11 to 20 Years,476,Aggressive Income Strategy 476,Retirement,3,1,
476,Jacqueline Baker,6 to 10 Years,0,4,3,2,69408,Lump Sum,477,Speculation Strategy 477,Education Planning,6,2,27.41
477,Daniel Garcia,11 to 20 Years,1,2,0,0,912047,Over 20 Years,478,Aggressive Income Strategy 478,Retirement,3,1,19.56
478,Dr. Scott Tyler,11 to 20 Years,1,3,0,2,567559,11 to 20 Years,479,Capital Appreciation Strategy 479,Estate/Legacy Planning,5,2,25.96
479,Robert Cook,Immediate,0,1,0,2,670771,Over 20 Years,480,Income Strategy 480,Education Planning,2,1,25.36
480,Christie Anderson,2 to 5 Years,0,4,1,2,529554,Lump Sum,481,Speculation Strategy 481,Current Income,6,1,18.84
481,Amber Garcia,2 to 5 Years,0,4,0,2,427327,Lump Sum,482,Speculation Strategy 482,Retirement,6,2,16.17
482,Jennifer Castillo,Immediate,4,1,0,3,428471,6 to 10 Years,483,Income Strategy 483,Wealth Accumulation/Investment,2,1,20.549999999999997
483,Madeline Gross,Over 20 Years,0,1,2,3,157191,2 to 5 Years,484,Income Strategy 484,Wealth Accumulation/Investment,2,0,22.869999999999997
484,Mark Chaney,Immediate,0,1,3,4,551039,Over 20 Years,485,Income Strategy 485,Health Care/Long Term Care,2,1,20.599999999999998
485,Sharon Nguyen,Immediate,0,1,4,0,537892,11 to 20 Years,486,Income Strategy 486,Wealth Accumulation/Investment,1,0,26.640000000000004
486,Kyle Thomas,6 to 10 Years,0,4,0,2,793002,6 to 10 Years,487,Speculation Strategy 487,Current Income,6,2,21.72
487,Danielle Baker,Immediate,1,3,4,0,185057,Less than 2 Years,488,Capital Appreciation Strategy 488,Current Income,5,2,27.089999999999996
488,Gregory Mccarthy,11 to 20 Years,0,3,0,2,724025,6 to 10 Years,489,Capital Appreciation Strategy 489,Health Care/Long Term Care,5,2,28.46
489,Austin Ashley,Immediate,0,2,4,3,670634,11 to 20 Years,490,Aggressive Income Strategy 490,Major Purchase/Expense,4,2,46.989999999999995
490,Thomas Davis,Immediate,0,2,0,4,947294,6 to 10 Years,491,Aggressive Income Strategy 491,Current Income,4,2,26.889999999999997
491,Kyle Knight,Over 20 Years,4,3,0,2,973623,11 to 20 Years,492,Capital Appreciation Strategy 492,Retirement,4,1,22.34
492,Ms. Alicia Jones,Over 20 Years,0,4,3,1,556928,Lump Sum,493,Speculation Strategy 493,Wealth Accumulation/Investment,6,2,18.91
493,Valerie Hall MD,Over 20 Years,2,4,3,0,797123,11 to 20 Years,494,Speculation Strategy 494,Education Planning,6,2,14.149999999999999
494,Adrian Flowers,2 to 5 Years,0,3,4,1,905278,Over 20 Years,495,Capital Appreciation Strategy 495,Charitable,5,2,14.34
495,Elizabeth Day,11 to 20 Years,0,4,2,0,460707,Less than 2 Years,496,Speculation Strategy 496,Major Purchase/Expense,6,2,18.47
496,Gina Payne,Immediate,0,2,1,3,498840,11 to 20 Years,497,Aggressive Income Strategy 497,Wealth Accumulation/Investment,3,1,28.060000000000002
497,Sandra Stark,6 to 10 Years,0,3,0,1,667547,Less than 2 Years,498,Capital Appreciation Strategy 498,Estate/Legacy Planning,5,2,22.3
498,Angela Johnson,Less than 2 Years,3,1,0,2,89578,6 to 10 Years,499,Income Strategy 499,Charitable,2,1,19.81
499,Maria Decker,2 to 5 Years,3,1,4,2,841884,Lump Sum,500,Income Strategy 500,Major Purchase/Expense,1,0,193.79
500,Caleb Garcia,Over 20 Years,4,1,0,3,482008,11 to 20 Years,501,Income Strategy 501,Current Income,2,1,17.16
501,Donald Payne,Immediate,0,2,1,0,198439,Less than 2 Years,502,Aggressive Income Strategy 502,Education Planning,3,2,28.660000000000004
502,Thomas Harvey,6 to 10 Years,1,2,0,3,793994,Less than 2 Years,503,Aggressive Income Strategy 503,Major Purchase/Expense,3,1,18.62
503,Candice Hawkins,Over 20 Years,1,3,2,4,994946,Less than 2 Years,504,Capital Appreciation Strategy 504,Education Planning,5,1,16.89
504,Stanley Jones,Immediate,3,1,4,0,551084,6 to 10 Years,505,Income Strategy 505,Retirement,1,0,22.33
505,Erin Cooper,Over 20 Years,4,3,0,1,48935,Over 20 Years,506,Capital Appreciation Strategy 506,Major Purchase/Expense,5,2,22.5
506,Steven Anderson,Over 20 Years,1,3,4,2,314268,11 to 20 Years,507,Capital Appreciation Strategy 507,Education Planning,4,1,29.970000000000002
507,Colleen Wheeler,6 to 10 Years,3,1,0,2,408235,6 to 10 Years,508,Income Strategy 508,Health Care/Long Term Care,2,1,21.4
508,Brandon Kirby,Over 20 Years,2,4,0,1,887816,2 to 5 Years,509,Speculation Strategy 509,Retirement,5,1,27.529999999999998
509,Paul Alexander,2 to 5 Years,4,2,0,0,924235,2 to 5 Years,510,Aggressive Income Strategy 510,Charitable,3,2,27.62
510,Mrs. Jodi Hayes,11 to 20 Years,3,1,4,2,236970,6 to 10 Years,511,Income Strategy 511,Education Planning,1,0,23.64
511,Jacob Martin,Over 20 Years,4,3,2,1,994384,Over 20 Years,512,Capital Appreciation Strategy 512,Wealth Accumulation/Investment,4,1,26.05
512,Christina Underwood,Less than 2 Years,0,4,0,3,667118,6 to 10 Years,513,Speculation Strategy 513,Estate/Legacy Planning,6,1,16.64
513,Ashley Erickson,6 to 10 Years,0,4,1,0,589594,11 to 20 Years,514,Speculation Strategy 514,Current Income,6,2,28.33
514,Kenneth Rose,6 to 10 Years,3,4,1,0,779653,Less than 2 Years,515,Speculation Strategy 515,Wealth Accumulation/Investment,5,1,23.23
515,Richard Fox,Immediate,0,2,0,1,457673,2 to 5 Years,516,Aggressive Income Strategy 516,Estate/Legacy Planning,4,2,27.92
516,Scott Odom,2 to 5 Years,3,4,0,1,434416,Lump Sum,517,Speculation Strategy 517,Current Income,5,1,19.96
517,Jon King,11 to 20 Years,3,2,4,1,440557,2 to 5 Years,518,Aggressive Income Strategy 518,Current Income,3,1,24.81
518,Joshua Cummings,6 to 10 Years,2,4,0,3,442883,11 to 20 Years,519,Speculation Strategy 519,Major Purchase/Expense,6,1,17.37
519,Elizabeth Baker,2 to 5 Years,2,4,1,0,619172,Lump Sum,520,Speculation Strategy 520,Current Income,6,2,27.43
520,Russell Yates,2 to 5 Years,0,2,0,1,423200,Over 20 Years,521,Aggressive Income Strategy 521,Wealth Accumulation/Investment,3,1,18.13
521,Michelle Peters,6 to 10 Years,3,1,0,4,528024,6 to 10 Years,522,Income Strategy 522,Charitable,2,0,2.75
522,Susan Smith,Less than 2 Years,1,2,4,3,962634,6 to 10 Years,523,Aggressive Income Strategy 523,Education Planning,3,1,19.259999999999998
523,Michael Barnes,Less than 2 Years,0,3,0,2,412889,11 to 20 Years,524,Capital Appreciation Strategy 524,Wealth Accumulation/Investment,5,2,25.88
524,Jonathan Cummings,Less than 2 Years,0,4,2,1,609052,Less than 2 Years,525,Speculation Strategy 525,Retirement,6,2,27.16
525,Jordan Warner,Over 20 Years,0,1,3,4,919268,11 to 20 Years,526,Income Strategy 526,Education Planning,2,0,26.729999999999997
526,Audrey Michael,2 to 5 Years,1,4,0,2,467597,Over 20 Years,527,Speculation Strategy 527,Major Purchase/Expense,6,1,26.540000000000003
527,Kara Cochran MD,Over 20 Years,1,4,0,2,226185,2 to 5 Years,528,Speculation Strategy 528,Current Income,6,1,15.32
528,Daniel Burke,6 to 10 Years,0,3,1,2,658624,2 to 5 Years,529,Capital Appreciation Strategy 529,Wealth Accumulation/Investment,4,1,28.15
529,Cristina Newman,11 to 20 Years,0,4,2,1,956838,2 to 5 Years,530,Speculation Strategy 530,Charitable,6,2,18.09
530,John Hampton,2 to 5 Years,1,3,2,4,781683,Lump Sum,531,Capital Appreciation Strategy 531,Retirement,6,2,35.699999999999996
531,Joanna Johnston,Over 20 Years,4,1,2,0,81761,6 to 10 Years,532,Income Strategy 532,Health Care/Long Term Care,1,1,24.15
532,Yvonne Day,Immediate,1,4,0,3,813741,Less than 2 Years,533,Speculation Strategy 533,Wealth Accumulation/Investment,6,1,22.38
533,Anthony Cortez,Immediate,0,3,4,1,267501,6 to 10 Years,534,Capital Appreciation Strategy 534,Retirement,4,1,21.78
534,Lindsay Pacheco,Immediate,0,4,1,2,347569,6 to 10 Years,535,Speculation Strategy 535,Health Care/Long Term Care,6,2,24.98
535,David King,Less than 2 Years,0,2,3,4,184498,Less than 2 Years,536,Aggressive Income Strategy 536,Retirement,4,2,27.1
536,Travis Alvarez,Less than 2 Years,2,3,0,0,925318,Less than 2 Years,537,Capital Appreciation Strategy 537,Major Purchase/Expense,5,2,24.7
537,Samuel Rios,11 to 20 Years,1,2,0,0,269327,Over 20 Years,538,Aggressive Income Strategy 538,Charitable,3,1,20.16
538,Donna Sanchez,Less than 2 Years,0,3,0,1,203410,Less than 2 Years,539,Capital Appreciation Strategy 539,Major Purchase/Expense,5,2,22.66
539,Brandon Cochran,6 to 10 Years,0,4,3,0,650111,Lump Sum,540,Speculation Strategy 540,Health Care/Long Term Care,6,2,30.98
540,Marie Morrison,6 to 10 Years,4,3,2,1,104473,11 to 20 Years,541,Capital Appreciation Strategy 541,Health Care/Long Term Care,4,1,20.03
541,Michael Weaver,2 to 5 Years,0,2,1,0,970043,Over 20 Years,542,Aggressive Income Strategy 542,Health Care/Long Term Care,3,2,29.04
542,Jeremy Cooke,6 to 10 Years,0,1,0,3,564033,11 to 20 Years,543,Income Strategy 543,Estate/Legacy Planning,2,0,22.5
543,John Smith,11 to 20 Years,3,1,2,4,517496,Less than 2 Years,544,Income Strategy 544,Health Care/Long Term Care,2,1,18.33
544,Terri Castro,Over 20 Years,3,1,4,2,574727,Lump Sum,545,Income Strategy 545,Retirement,1,0,22.17
545,John Watson,Immediate,0,2,4,0,313105,Less than 2 Years,546,Aggressive Income Strategy 546,Education Planning,3,1,28.860000000000003
546,Laurie Alvarado DVM,2 to 5 Years,0,1,4,0,924084,Less than 2 Years,547,Income Strategy 547,Estate/Legacy Planning,1,1,19.900000000000002
547,Sophia Horton,2 to 5 Years,0,3,0,4,918092,11 to 20 Years,548,Capital Appreciation Strategy 548,Estate/Legacy Planning,6,2,19.139999999999997
548,Stephanie Cannon,Less than 2 Years,4,3,1,0,257241,Less than 2 Years,549,Capital Appreciation Strategy 549,Health Care/Long Term Care,4,1,17.14
549,Eric Marquez,6 to 10 Years,0,2,0,3,733637,Lump Sum,550,Aggressive Income Strategy 550,Health Care/Long Term Care,3,1,22.97
550,Krista Valentine,Immediate,0,1,4,2,578170,6 to 10 Years,551,Income Strategy 551,Education Planning,2,1,13.77
551,Linda Hernandez,Over 20 Years,4,2,3,1,702967,2 to 5 Years,552,Aggressive Income Strategy 552,Retirement,3,1,26.150000000000002
552,Kimberly Harrison,2 to 5 Years,3,2,4,1,743661,11 to 20 Years,553,Aggressive Income Strategy 553,Charitable,3,1,24.42
553,Pamela Dodson,Immediate,0,2,0,1,802558,Less than 2 Years,554,Aggressive Income Strategy 554,Health Care/Long Term Care,4,2,19.1
554,Kimberly Paul,Over 20 Years,0,1,2,0,520670,Over 20 Years,555,Income Strategy 555,Wealth Accumulation/Investment,1,0,21.86
555,Ryan Horton,Over 20 Years,0,1,3,4,348603,Over 20 Years,556,Income Strategy 556,Current Income,2,1,28.439999999999998
556,Alex Cortez,Immediate,2,4,1,3,457177,11 to 20 Years,557,Speculation Strategy 557,Wealth Accumulation/Investment,6,1,35.75
557,Andrea Mcfarland,Immediate,0,1,0,2,959411,Lump Sum,558,Income Strategy 558,Charitable,2,1,21.85
558,Patrick Willis,11 to 20 Years,3,1,0,2,746713,Less than 2 Years,559,Income Strategy 559,Major Purchase/Expense,1,0,9.78
559,Aaron Walker,6 to 10 Years,0,4,0,1,926567,6 to 10 Years,560,Speculation Strategy 560,Education Planning,6,2,22.28
560,Bridget Cline,2 to 5 Years,4,2,0,1,226341,Less than 2 Years,561,Aggressive Income Strategy 561,Education Planning,3,1,19.25
561,Anna Brennan,Immediate,3,2,4,1,479812,Lump Sum,562,Aggressive Income Strategy 562,Wealth Accumulation/Investment,3,1,23.46
562,Laurie Mckee,6 to 10 Years,0,2,4,3,621351,11 to 20 Years,563,Aggressive Income Strategy 563,Retirement,4,2,17.4
563,Corey Hall,Over 20 Years,2,1,0,3,174482,11 to 20 Years,564,Income Strategy 564,Retirement,2,0,32.379999999999995
564,Joseph Smith,11 to 20 Years,3,1,2,0,573545,11 to 20 Years,565,Income Strategy 565,Retirement,1,0,19.759999999999998
565,Stephen Jones,2 to 5 Years,0,2,3,0,75588,6 to 10 Years,566,Aggressive Income Strategy 566,Health Care/Long Term Care,3,2,25.31
566,Jennifer Turner,Less than 2 Years,4,2,0,1,802457,6 to 10 Years,567,Aggressive Income Strategy 567,Retirement,4,2,23.93
567,Mrs. Jessica Castillo,6 to 10 Years,0,1,4,2,646035,Less than 2 Years,568,Income Strategy 568,Estate/Legacy Planning,2,1,24.86
568,Christopher Swanson,11 to 20 Years,4,3,1,0,430695,Lump Sum,569,Capital Appreciation Strategy 569,Wealth Accumulation/Investment,4,1,32.72
569,Mark Reynolds,Over 20 Years,0,1,4,0,100543,6 to 10 Years,570,Income Strategy 570,Health Care/Long Term Care,1,1,24.83
570,Brian Cole,2 to 5 Years,0,3,1,2,326343,6 to 10 Years,571,Capital Appreciation Strategy 571,Health Care/Long Term Care,5,2,16.05
571,Alyssa Lawrence,Less than 2 Years,4,2,0,1,406459,2 to 5 Years,572,Aggressive Income Strategy 572,Health Care/Long Term Care,3,1,29.299999999999997
572,Derrick Mason,11 to 20 Years,0,4,3,2,508384,Less than 2 Years,573,Speculation Strategy 573,Health Care/Long Term Care,6,1,14.249999999999998
573,Mr. Jeff Jones Jr.,Less than 2 Years,0,4,1,3,943357,6 to 10 Years,574,Speculation Strategy 574,Retirement,6,1,23.5
574,Zachary Vaughn,Immediate,0,3,2,1,321047,Over 20 Years,575,Capital Appreciation Strategy 575,Retirement,5,2,28.95
575,Michelle Bright,6 to 10 Years,0,3,4,1,423434,11 to 20 Years,576,Capital Appreciation Strategy 576,Health Care/Long Term Care,5,2,26.900000000000002
576,Eric Miranda,6 to 10 Years,3,2,1,4,836444,Over 20 Years,577,Aggressive Income Strategy 577,Wealth Accumulation/Investment,4,2,13.94
577,Tracy Calhoun,Immediate,2,1,4,3,66849,Lump Sum,578,Income Strategy 578,Education Planning,2,1,36.85
578,Megan Rodgers,2 to 5 Years,0,2,1,4,643122,2 to 5 Years,579,Aggressive Income Strategy 579,Current Income,4,1,18.95
579,Anthony Nicholson,Over 20 Years,0,3,0,2,799050,11 to 20 Years,580,Capital Appreciation Strategy 580,Wealth Accumulation/Investment,4,1,25.259999999999998
580,Tony Sanchez,2 to 5 Years,0,3,4,2,464683,2 to 5 Years,581,Capital Appreciation Strategy 581,Education Planning,4,1,22.37
581,Michael Oconnell,Immediate,0,2,0,3,347708,6 to 10 Years,582,Aggressive Income Strategy 582,Wealth Accumulation/Investment,4,2,27.1
582,Miguel Miles,Over 20 Years,3,4,0,2,738008,6 to 10 Years,583,Speculation Strategy 583,Retirement,6,2,18.83
583,Brian Martinez,11 to 20 Years,0,1,4,3,359635,Over 20 Years,584,Income Strategy 584,Health Care/Long Term Care,2,1,23.3
584,Marie Jones DDS,Over 20 Years,0,4,1,0,297019,6 to 10 Years,585,Speculation Strategy 585,Retirement,5,1,31.180000000000003
585,John Garcia,11 to 20 Years,4,2,0,1,991439,Less than 2 Years,586,Aggressive Income Strategy 586,Estate/Legacy Planning,4,2,26.240000000000002
586,Ronald Glover,6 to 10 Years,0,4,0,3,451651,Less than 2 Years,587,Speculation Strategy 587,Education Planning,7,2,16.27
587,Cameron Salazar,Over 20 Years,3,1,0,4,347905,11 to 20 Years,588,Income Strategy 588,Wealth Accumulation/Investment,2,1,25.95
588,Jerry Ferguson,Less than 2 Years,0,1,3,0,655162,Lump Sum,589,Income Strategy 589,Charitable,1,1,37.63
589,Charles Alvarado,2 to 5 Years,1,3,0,0,888862,Less than 2 Years,590,Capital Appreciation Strategy 590,Education Planning,4,1,23.64
590,Mark Hays,Over 20 Years,0,4,0,1,33659,Over 20 Years,591,Speculation Strategy 591,Health Care/Long Term Care,5,1,35.589999999999996
591,Jennifer Carroll,Over 20 Years,2,1,3,0,239166,Less than 2 Years,592,Income Strategy 592,Charitable,1,0,22.57
